speciesID	GBIF	species
290308839	urn:lsid:faunaeur.org:taxname:352902	Sibianor aurocinctus
290309672	urn:lsid:faunaeur.org:taxname:189271	Megasternum concinnum
290307237	urn:lsid:faunaeur.org:taxname:378472	Microlestes maurus
290311489	urn:lsid:faunaeur.org:taxname:189055	Laccobius minutus
290307571	urn:lsid:faunaeur.org:taxname:350904	Palliduphantes insignis
290307034	urn:lsid:faunaeur.org:taxname:380109	Ophonus puncticeps
290307552	urn:lsid:faunaeur.org:taxname:351029	Porrhomma montanum
290311487	urn:lsid:faunaeur.org:taxname:189169	Berosus frontifoveatus
290310543	urn:lsid:faunaeur.org:taxname:265353	Stenus nanus
290308011	urn:lsid:faunaeur.org:taxname:380118	Ophonus rupicola
290311241	urn:lsid:faunaeur.org:taxname:385393	Ocys quinquestriatus
290307022	urn:lsid:faunaeur.org:taxname:379985	Pseudoophonus rufipes
290307813	urn:lsid:faunaeur.org:taxname:85486	Wesmaelius quadrifasciatus
290309321	urn:lsid:faunaeur.org:taxname:188951	Enochrus melanocephalus
290307500	urn:lsid:faunaeur.org:taxname:260773	Ontholestes murinus
290309315	urn:lsid:faunaeur.org:taxname:188967	Helochares lividus
290308676		Pneumolaelaps montana
290309314	urn:lsid:faunaeur.org:taxname:188933	Enochrus quadripunctatus
290307261	urn:lsid:faunaeur.org:taxname:348748	Dictyna arundinacea
290307018	urn:lsid:faunaeur.org:taxname:379796	Harpalus affinis
290307211	urn:lsid:faunaeur.org:taxname:85481	Wesmaelius subnebulosus
290308052	urn:lsid:faunaeur.org:taxname:382126	Amara strenua
290307258	urn:lsid:faunaeur.org:taxname:352907	Sitticus caricis
290307803	urn:lsid:faunaeur.org:taxname:380032	Ophonus diffinis
290308601	urn:lsid:faunaeur.org:taxname:80719	Solenopsis fugax
290306994	urn:lsid:faunaeur.org:taxname:382198	Amara spreta
290308759	urn:lsid:faunaeur.org:taxname:385045	Ocydromus bruxellensis
290306990	urn:lsid:faunaeur.org:taxname:382195	Amara similata
290307207	urn:lsid:faunaeur.org:taxname:85498	Hemerobius humulinus
290306984	urn:lsid:faunaeur.org:taxname:382134	Amara aenea
290308306	urn:lsid:faunaeur.org:taxname:138345	Drapetis incompleta
123	urn:lsid:faunaeur.org:taxname:382162	Amara familiaris
290308691	urn:lsid:faunaeur.org:taxname:244698	Amblygamasus mirifactus
290308081	urn:lsid:faunaeur.org:taxname:382089	Zabrus spinipes
290308497	urn:lsid:faunaeur.org:taxname:259739	Philonthus rectangulus
290306996	urn:lsid:faunaeur.org:taxname:382185	Amara ovata
290307062	urn:lsid:faunaeur.org:taxname:259429	Othius subuliformis
290308507	urn:lsid:faunaeur.org:taxname:382174	Amara lunicollis
290308316	urn:lsid:faunaeur.org:taxname:138162	Platypalpus niger
290311175	n:lsid:faunaeur.org:taxname:350247	Entelecara congenera
290308662	urn:lsid:faunaeur.org:taxname:244978	Amblyseius alpinus
290310172	urn:lsid:faunaeur.org:taxname:264160	Deliphrum tectum
290308903	urn:lsid:faunaeur.org:taxname:351645	Alopecosa mariae
290310660	urn:lsid:faunaeur.org:taxname:353454	Theridion mystaceum
290306993	urn:lsid:faunaeur.org:taxname:379309	Anchomenus dorsalis
290310664	urn:lsid:faunaeur.org:taxname:348572	Clubiona comta
290307810	urn:lsid:faunaeur.org:taxname:263211	Anotylus insecatus
290309388	urn:lsid:faunaeur.org:taxname:119217	Eretes sticticus
290308524	urn:lsid:faunaeur.org:taxname:378287	Syntomus truncatellus
290310111		Bembidion quadrituberculata
290307469	urn:lsid:faunaeur.org:taxname:387086	Carabus violaceus
290309418	urn:lsid:faunaeur.org:taxname:409581	Ablabesmyia monilis
290307862	urn:lsid:faunaeur.org:taxname:81325	Formica rufa
290309422	urn:lsid:faunaeur.org:taxname:409363	Psectrotanypus varius
290307156	urn:lsid:faunaeur.org:taxname:452675	Orius majusculus
290309421	urn:lsid:faunaeur.org:taxname:409322	Procladius choreus
290310524	urn:lsid:faunaeur.org:taxname:267916	Proteinus laevigatus
290309423	urn:lsid:faunaeur.org:taxname:409310	Tanypus punctipennis
290309896	urn:lsid:faunaeur.org:taxname:245218	Rhodacarus agrestis
290309143	urn:lsid:faunaeur.org:taxname:136632	Hilara cornicula
290307327	urn:lsid:faunaeur.org:taxname:264955	Tachinus signatus
290310814	urn:lsid:faunaeur.org:taxname:66081	Volucella pellucens
290307745	urn:lsid:faunaeur.org:taxname:230273	Scymnus rubromaculatus
290309141	urn:lsid:faunaeur.org:taxname:136606	Hilara anglodanica
290309018		Aloconota sulcifrons
290309860	urn:lsid:faunaeur.org:taxname:65892	Pipizella viduata
290307989	urn:lsid:faunaeur.org:taxname:380899	Pterostichus diligens
290311076	urn:lsid:faunaeur.org:taxname:65440	Didea alneti
290307305	urn:lsid:faunaeur.org:taxname:353616	Xysticus audax
290309854	urn:lsid:faunaeur.org:taxname:65907	Platycheirus clypeatus
290307529	urn:lsid:faunaeur.org:taxname:350085	Centromerus pabulator
290310931	urn:lsid:faunaeur.org:taxname:65864	Pipiza bimaculata
290310355	urn:lsid:faunaeur.org:taxname:353321	Parasteatoda lunata
290309850	urn:lsid:faunaeur.org:taxname:65401	Chrysotoxum intermedium
290309126	urn:lsid:faunaeur.org:taxname:135682	Gymnopternus aerosus
290309847	urn:lsid:faunaeur.org:taxname:66060	Syrphus torvus
290307691	urn:lsid:faunaeur.org:taxname:353463	Theridion pictum
290309844	urn:lsid:faunaeur.org:taxname:65851	Parasyrphus punctulatus
290308496	urn:lsid:faunaeur.org:taxname:263961	Olophrum assimile
290307151	urn:lsid:faunaeur.org:taxname:66006	Sphaerophoria scripta
290308952	urn:lsid:faunaeur.org:taxname:385237	Notaphus semipunctatus
290307950	urn:lsid:faunaeur.org:taxname:65933	Platycheirus peltatus
290307816	urn:lsid:faunaeur.org:taxname:452653	Anthocoris pilosus
290311541	urn:lsid:faunaeur.org:taxname:65913	Platycheirus fulviventris
290307071	urn:lsid:faunaeur.org:taxname:264936	Tachinus fimetarius
290310231	urn:lsid:faunaeur.org:taxname:136650	Hilara flavipes
290307755	urn:lsid:faunaeur.org:taxname:385361	Asaphidion flavipes
290309138	urn:lsid:faunaeur.org:taxname:136947	Empis nuntia
290307439	urn:lsid:faunaeur.org:taxname:348597	Clubiona lutescens
290310332	urn:lsid:faunaeur.org:taxname:137023	Empis stercorea
290308972	urn:lsid:faunaeur.org:taxname:380289	Badister collaris
290309856	urn:lsid:faunaeur.org:taxname:65938	Platycheirus scambus
290307481	urn:lsid:faunaeur.org:taxname:261449	Astenus pulchellus
290309878	urn:lsid:faunaeur.org:taxname:65177	Baccha elongata
290307497	urn:lsid:faunaeur.org:taxname:265043	Mycetoporus longulus
290310453	urn:lsid:faunaeur.org:taxname:65452	Epistrophe grossulariae
290307079	urn:lsid:faunaeur.org:taxname:348327	Coelotes terrestris
290309886	urn:lsid:faunaeur.org:taxname:65935	Platycheirus podagratus
290307943	urn:lsid:faunaeur.org:taxname:350373	Gongylidiellum murcidum
290310957	urn:lsid:faunaeur.org:taxname:65558	Eupeodes bucculatus
290307067	urn:lsid:faunaeur.org:taxname:263278	Anotylus tetracarinatus
290309843	urn:lsid:faunaeur.org:taxname:65846	Parasyrphus lineolus
290307570	urn:lsid:faunaeur.org:taxname:353151	Asagena phalerata
290310930	urn:lsid:faunaeur.org:taxname:65847	Parasyrphus macularis
290310276		Haploglossa gentilis
290310924	urn:lsid:faunaeur.org:taxname:65461	Epistrophella euchroma
290309118	urn:lsid:faunaeur.org:taxname:135585	Dolichopus nubilus
290310927	urn:lsid:faunaeur.org:taxname:65568	Eupeodes lundbecki
290307480	urn:lsid:faunaeur.org:taxname:264183	Arpedium quadrum
290309876	urn:lsid:faunaeur.org:taxname:65572	Eupeodes nitens
290307739	urn:lsid:faunaeur.org:taxname:230439	Coccinella quinquepunctata
290309848	urn:lsid:faunaeur.org:taxname:66093	Xanthogramma pedissequum
290310269	urn:lsid:faunaeur.org:taxname:376467	Scolopendra cingulata
290309845	urn:lsid:faunaeur.org:taxname:65978	Scaeva selenitica
290307939	urn:lsid:faunaeur.org:taxname:351075	Savignia frontata
290307150	urn:lsid:faunaeur.org:taxname:65919	Platycheirus immarginatus
290307909	urn:lsid:faunaeur.org:taxname:379374	Agonum duftschmidi
290310926		Chrysotoxum arcuatum
290307291	urn:lsid:faunaeur.org:taxname:351835	Pardosa monticola
290310935	urn:lsid:faunaeur.org:taxname:65901	Platycheirus amplus
290308582	urn:lsid:faunaeur.org:taxname:452481	Nabis limbatus
290311363	urn:lsid:faunaeur.org:taxname:65644	Melangyna quadrimaculata
290309991	urn:lsid:faunaeur.org:taxname:349681	Zelotes exiguus
290309839	urn:lsid:faunaeur.org:taxname:65565	Eupeodes lapponicus
290310656	urn:lsid:faunaeur.org:taxname:353173	Crustulina sticta
290307149	urn:lsid:faunaeur.org:taxname:65569	Eupeodes luniger
290307217	urn:lsid:faunaeur.org:taxname:387497	Brachinus elegans
290309849	urn:lsid:faunaeur.org:taxname:65392	Chrysotoxum bicinctum
290310654	urn:lsid:faunaeur.org:taxname:352264	Philodromus dispar
290310230	urn:lsid:faunaeur.org:taxname:136757	Hilara sturmii
290307762	urn:lsid:faunaeur.org:taxname:380285	Badister sodalis
290310232	urn:lsid:faunaeur.org:taxname:136721	Hilara obscura
290311170	urn:lsid:faunaeur.org:taxname:350768	Minyriolus pusillus
290310431	urn:lsid:faunaeur.org:taxname:65669	Meligramma triangulifera
290307527	urn:lsid:faunaeur.org:taxname:349987	Bathyphantes approximatus
290310331	urn:lsid:faunaeur.org:taxname:136836	Empis opaca
290308897	urn:lsid:faunaeur.org:taxname:351148	Stemonyphantes lineatus
290309851	urn:lsid:faunaeur.org:taxname:66085	Xanthandrus comtus
290311133	urn:lsid:faunaeur.org:taxname:381782	Molops elatus
290310918	urn:lsid:faunaeur.org:taxname:65393	Chrysotoxum cautum
290309016	urn:lsid:faunaeur.org:taxname:352898	Salticus zebraneus
290310429	urn:lsid:faunaeur.org:taxname:65450	Epistrophe eligans
290307495	urn:lsid:faunaeur.org:taxname:261311	Leptacinus sulcifrons
290310455	urn:lsid:faunaeur.org:taxname:65944	Platycheirus tarsalis
290307026	urn:lsid:faunaeur.org:taxname:378263	Syntomus foveatus
290309144	urn:lsid:faunaeur.org:taxname:136708	Hilara monedula
290307056		Mocyta fungi
290307147	urn:lsid:faunaeur.org:taxname:65662	Melanostoma mellinum
290310425	urn:lsid:faunaeur.org:taxname:61100	Thaumatomyia notata
290307152	urn:lsid:faunaeur.org:taxname:66058	Syrphus ribesii
290311235	urn:lsid:faunaeur.org:taxname:349918	Agyneta conigera
290309531	urn:lsid:faunaeur.org:taxname:214390	Orthetrum cancellatum
290309945	urn:lsid:faunaeur.org:taxname:382043	Zabrus balcanicus
290311233	urn:lsid:faunaeur.org:taxname:351539	Agroeca inopina
290307289	urn:lsid:faunaeur.org:taxname:351782	Pardosa agricola
290308680	urn:lsid:faunaeur.org:taxname:244327	Cosmolaelaps vacua
290307510	urn:lsid:faunaeur.org:taxname:260271	Quedius molochinus
290308500	urn:lsid:faunaeur.org:taxname:265223	Stenus comma
290309609	urn:lsid:faunaeur.org:taxname:379787	Harpalus flavescens
290311378	urn:lsid:faunaeur.org:taxname:348607	Clubiona phragmitis
290307661	urn:lsid:faunaeur.org:taxname:138189	Platypalpus pallidiventris
290309552	urn:lsid:faunaeur.org:taxname:379926	Harpalus pygmaeus
290311485	urn:lsid:faunaeur.org:taxname:119412	Peltodytes caesus
290307866	urn:lsid:faunaeur.org:taxname:387437	Cicindela soluta
290307714	urn:lsid:faunaeur.org:taxname:380970	Pterostichus anthracinus
290311482	urn:lsid:faunaeur.org:taxname:119470	Haliplus laminatus
290310647	urn:lsid:faunaeur.org:taxname:379868	Harpalus hirtipes
290308896	urn:lsid:faunaeur.org:taxname:350941	Panamomops mengei
290311481	urn:lsid:faunaeur.org:taxname:119462	Haliplus fulvus
290311377	urn:lsid:faunaeur.org:taxname:348625	Clubiona stagnatilis
290307525	urn:lsid:faunaeur.org:taxname:351688	Arctosa leopardus
290308690	urn:lsid:faunaeur.org:taxname:244820	Pergamasus crassipes
290307117	urn:lsid:faunaeur.org:taxname:351928	Trochosa ruricola
290309895	urn:lsid:faunaeur.org:taxname:382256	Amara municipalis
290310175	urn:lsid:faunaeur.org:taxname:382218	Amara brunnea
290307222	urn:lsid:faunaeur.org:taxname:378922	Calathus cinctus
290311645		Haliplus ruficollis
290308932	urn:lsid:faunaeur.org:taxname:382338	Amara crenata
290307620	urn:lsid:faunaeur.org:taxname:351861	Pardosa proxima
290307227	urn:lsid:faunaeur.org:taxname:378493	Demetrias imperialis
290309548	urn:lsid:faunaeur.org:taxname:119429	Haliplus heydeni
290309943	urn:lsid:faunaeur.org:taxname:382101	Amara chaudoiri
290310228	urn:lsid:faunaeur.org:taxname:136307	Sciapus lobipes
290309949	urn:lsid:faunaeur.org:taxname:380057	Ophonus cribricollis
290308756	urn:lsid:faunaeur.org:taxname:382178	Amara montivaga
290308636		Atheta inquinula
290310677	urn:lsid:faunaeur.org:taxname:350946	Panamomops sulcifrons
290307244	urn:lsid:faunaeur.org:taxname:380945	Pterostichus macer
290311426		Idiochroma dorsalis
290309052	urn:lsid:faunaeur.org:taxname:380074	Ophonus brevicollis
290311045	urn:lsid:faunaeur.org:taxname:348338	Eurocoelotes inermis
290311109	urn:lsid:faunaeur.org:taxname:350102	Centromerus serratus
290309054	urn:lsid:faunaeur.org:taxname:379879	Harpalus laevipes
290311323	urn:lsid:faunaeur.org:taxname:350244	Entelecara acuminata
290308968	urn:lsid:faunaeur.org:taxname:380103	Ophonus parallelus
290307006	urn:lsid:faunaeur.org:taxname:378916	Calathus ambiguus
290308971	urn:lsid:faunaeur.org:taxname:380258	Amblystomus niger
290311055	urn:lsid:faunaeur.org:taxname:351495	Walckenaeria monoceros
290311051	urn:lsid:faunaeur.org:taxname:350078	Centromerus leruthi
290308770	urn:lsid:faunaeur.org:taxname:379931	Harpalus rufipalpis
290311234	urn:lsid:faunaeur.org:taxname:353561	Ozyptila sanctuaria
290309154	urn:lsid:faunaeur.org:taxname:138195	Platypalpus pictitarsis
290311049	urn:lsid:faunaeur.org:taxname:349974	Asthenargus paganus
290308757	urn:lsid:faunaeur.org:taxname:382231	Amara praetermissa
290311053	urn:lsid:faunaeur.org:taxname:351184	Tapinocyba praecox
290307208	urn:lsid:faunaeur.org:taxname:85501	Hemerobius micans
290311047	urn:lsid:faunaeur.org:taxname:349774	Antistea elegans
290308771	urn:lsid:faunaeur.org:taxname:379918	Harpalus pumilus
290311332	urn:lsid:faunaeur.org:taxname:351544	Agroeca proxima
290307065	urn:lsid:faunaeur.org:taxname:263218	Anotylus inustus
290311330	urn:lsid:faunaeur.org:taxname:349493	Micaria nivosa
290308967	urn:lsid:faunaeur.org:taxname:380000	Cryptophonus melancholicus
290308312	urn:lsid:faunaeur.org:taxname:138137	Platypalpus longiseta
290308520	urn:lsid:faunaeur.org:taxname:382445	Patrobus assimilis
290307730	urn:lsid:faunaeur.org:taxname:379554	Acupalpus suturalis
290308983	urn:lsid:faunaeur.org:taxname:379672	Parophonus dejeani
290311340	urn:lsid:faunaeur.org:taxname:351019	Porrhomma egeria
290307568	urn:lsid:faunaeur.org:taxname:351944	Ero aphana
290309034	urn:lsid:faunaeur.org:taxname:382161	Amara famelica
290311278	urn:lsid:faunaeur.org:taxname:350052	Centromerus arcanus
290307455	urn:lsid:faunaeur.org:taxname:379394	Agonum sexpunctatum
290308793	urn:lsid:faunaeur.org:taxname:382430	Amara convexiuscula
290311331	urn:lsid:faunaeur.org:taxname:350704	Micrargus apertus
290311339	urn:lsid:faunaeur.org:taxname:349911	Agnyphantes expunctus
290309035	urn:lsid:faunaeur.org:taxname:382436	Amara gebleri
290311312	urn:lsid:faunaeur.org:taxname:351868	Pardosa saltans
290311046	urn:lsid:faunaeur.org:taxname:349062	Harpactea lepida
290307262	urn:lsid:faunaeur.org:taxname:348805	Nigma puella
290307676		Nehemitropia lividipennis
290308794	urn:lsid:faunaeur.org:taxname:382341	Amara majuscula
290311341	urn:lsid:faunaeur.org:taxname:351402	Troxochrus cirrifrons
290311483	urn:lsid:faunaeur.org:taxname:119453	Haliplus lineatocollis
290311311	urn:lsid:faunaeur.org:taxname:351547	Apostenus fuscus
290307601	urn:lsid:faunaeur.org:taxname:382139	Amara anthobia
290311027	urn:lsid:faunaeur.org:taxname:349446	Haplodrassus umbratilis
290309836		Oxypoda haemorrhoa
290308806	urn:lsid:faunaeur.org:taxname:382151	Amara convexior
290311026	urn:lsid:faunaeur.org:taxname:348602	Clubiona neglecta
290308809	urn:lsid:faunaeur.org:taxname:382311	Amara equestris
290311274	urn:lsid:faunaeur.org:taxname:350698	Metopobactrus prominulus
290307761	urn:lsid:faunaeur.org:taxname:378279	Syntomus obscuroguttatus
290307443	urn:lsid:faunaeur.org:taxname:351210	Tenuiphantes mengei
290308038	urn:lsid:faunaeur.org:taxname:85492	Hemerobius atrifrons
290307010	urn:lsid:faunaeur.org:taxname:378970	Calathus rotundicollis
290308811	urn:lsid:faunaeur.org:taxname:379810	Harpalus atratus
290311230	urn:lsid:faunaeur.org:taxname:351843	Pardosa nigriceps
290309318	urn:lsid:faunaeur.org:taxname:119432	Haliplus immaculatus
290311484	urn:lsid:faunaeur.org:taxname:119461	Haliplus flavicollis
290311066	urn:lsid:faunaeur.org:taxname:378283	Syntomus pallipes
290307750	urn:lsid:faunaeur.org:taxname:244981	Amblyseius barkeri
290310222	urn:lsid:faunaeur.org:taxname:135452	Dolichopus acuticornis
290307807	urn:lsid:faunaeur.org:taxname:85332	Chrysopa abbreviata
290309608	urn:lsid:faunaeur.org:taxname:379811	Harpalus attenuatus
290307210	urn:lsid:faunaeur.org:taxname:85533	Micromus variegatus
290307121	urn:lsid:faunaeur.org:taxname:353085	Pachygnatha degeeri
290307811	urn:lsid:faunaeur.org:taxname:85286	Nineta flava
290307809	urn:lsid:faunaeur.org:taxname:85314	Dichochrysa ventralis
290308247	urn:lsid:faunaeur.org:taxname:353380	Rugathodes instabilis
290307740	urn:lsid:faunaeur.org:taxname:85347	Chrysopa phyllochroma
290307205	urn:lsid:faunaeur.org:taxname:85324	Chrysoperla carnea
290311063	urn:lsid:faunaeur.org:taxname:387222	Carabus gigas
290308229	urn:lsid:faunaeur.org:taxname:353246	Episinus angulatus
290307678		Harmonia axyridis
290308037	urn:lsid:faunaeur.org:taxname:85318	Cunctochrysa albolineata
290311038		Chrysoperla externa
290307754		Amblyseiella setosa
290307805	urn:lsid:faunaeur.org:taxname:85339	Chrysopa formosa
290307153	urn:lsid:faunaeur.org:taxname:85321	Chrysotropia ciliata
290307004	urn:lsid:faunaeur.org:taxname:385091	Ocydromus tetracolus
290307567	urn:lsid:faunaeur.org:taxname:349077	Harpactea rubicunda
290309703	urn:lsid:faunaeur.org:taxname:61097	Thaumatomyia glabra
290307625	urn:lsid:faunaeur.org:taxname:303254	Feltiella acarisuga
290308607	urn:lsid:faunaeur.org:taxname:348655	Phrurolithus minimus
290307741	urn:lsid:faunaeur.org:taxname:85346	Chrysopa perla
290307906	urn:lsid:faunaeur.org:taxname:167811	Vespula vulgaris
290307206	urn:lsid:faunaeur.org:taxname:85326	Chrysoperla lucasina
290309859	urn:lsid:faunaeur.org:taxname:65863	Pipiza austriaca
290309846	urn:lsid:faunaeur.org:taxname:66008	Sphaerophoria taeniata
290311303	urn:lsid:faunaeur.org:taxname:381975	Zabrus curtus
290308005	urn:lsid:faunaeur.org:taxname:351152	Styloctetor stativus
290308640	urn:lsid:faunaeur.org:taxname:262413	Scopaeus sulcicollis
290308664	urn:lsid:faunaeur.org:taxname:243961	Arctoseius pristinus
290309990	urn:lsid:faunaeur.org:taxname:349466	Micaria albovittata
290309579	urn:lsid:faunaeur.org:taxname:452671	Orius horvathi
290308754	urn:lsid:faunaeur.org:taxname:379526	Acupalpus exiguus
290310113	urn:lsid:faunaeur.org:taxname:261258	Megalinus glabratus
290307012	urn:lsid:faunaeur.org:taxname:386471	Carabus monilis
290307806	urn:lsid:faunaeur.org:taxname:85344	Chrysopa pallens
290309857	urn:lsid:faunaeur.org:taxname:65939	Platycheirus scutatus
290309028		Oxypoda opaca
290307091	urn:lsid:faunaeur.org:taxname:350211	Diplocephalus latifrons
290307589	urn:lsid:faunaeur.org:taxname:89224	Aeolothrips fasciatus
290309104	urn:lsid:faunaeur.org:taxname:135277	Campsicnemus armoricanus
290309266	urn:lsid:faunaeur.org:taxname:453390	Geocoris lineola
290310502		Liogluta pagana
290310595	urn:lsid:faunaeur.org:taxname:349806	Hahnia pusilla
290307023	urn:lsid:faunaeur.org:taxname:386276	Leistus ferrugineus
290307597	urn:lsid:faunaeur.org:taxname:89251	Aeolothrips tenuicornis
290309014	urn:lsid:faunaeur.org:taxname:352550	Ballus chalybeius
290308945		Bembidion dentellum
290309371	urn:lsid:faunaeur.org:taxname:214375	Crocothemis erythraea
290310725	urn:lsid:faunaeur.org:taxname:244008	Iphidozercon gibbus
290309530	urn:lsid:faunaeur.org:taxname:214388	Orthetrum albistylum
290306991	urn:lsid:faunaeur.org:taxname:380272	Badister bullatus
290308678	urn:lsid:faunaeur.org:taxname:244367	Geolaelaps praesternalis
290307544	urn:lsid:faunaeur.org:taxname:350845	Oedothorax gibbosus
290308887	urn:lsid:faunaeur.org:taxname:349716	Zelotes mundus
290307105	urn:lsid:faunaeur.org:taxname:350850	Oedothorax retusus
290308958	urn:lsid:faunaeur.org:taxname:379358	Agonum nigrum
290311455	urn:lsid:faunaeur.org:taxname:214341	Onychogomphus uncatus
290309137	urn:lsid:faunaeur.org:taxname:138356	Drapetis ephippiata
290307475	urn:lsid:faunaeur.org:taxname:380904	Pterostichus ovoideus
290309825	urn:lsid:faunaeur.org:taxname:351177	Tapinocyba insecta
290307450	urn:lsid:faunaeur.org:taxname:351404	Troxochrus scabriculus
290309148	urn:lsid:faunaeur.org:taxname:138041	Platypalpus annulipes
290309120	urn:lsid:faunaeur.org:taxname:135604	Dolichopus popularis
290309288	urn:lsid:faunaeur.org:taxname:353579	Synema globosum
290309270	urn:lsid:faunaeur.org:taxname:244989	Amblyseius marginatus
290307282	urn:lsid:faunaeur.org:taxname:351606	Alopecosa accentuata
290308892	urn:lsid:faunaeur.org:taxname:350652	Meioneta mollis
290308837	urn:lsid:faunaeur.org:taxname:351886	Pardosa vittata
290308880	urn:lsid:faunaeur.org:taxname:349347	Drassyllus villicus
290310821		Bembidion deletum
290309528	urn:lsid:faunaeur.org:taxname:214314	Anax imperator
290307321	urn:lsid:faunaeur.org:taxname:260853	Ocypus olens
290308908	urn:lsid:faunaeur.org:taxname:352348	Thanatus striatus
290308315	urn:lsid:faunaeur.org:taxname:138156	Platypalpus minutus
290308674	urn:lsid:faunaeur.org:taxname:244321	Cosmolaelaps cuneifer
290307219	urn:lsid:faunaeur.org:taxname:387530	Brachinus nigricornis
290311118	urn:lsid:faunaeur.org:taxname:94819	Eupodes voxencollinus
290307515	urn:lsid:faunaeur.org:taxname:265173	Stenus biguttatus
290309024	urn:lsid:faunaeur.org:taxname:265099	Ischnosoma splendidum
290307576	urn:lsid:faunaeur.org:taxname:348779	Lathys humilis
290309541	urn:lsid:faunaeur.org:taxname:214250	Lestes sponsa
290308031	urn:lsid:faunaeur.org:taxname:387534	Brachinus sclopeta
290308514	urn:lsid:faunaeur.org:taxname:384427	Epaphius secalis
290307192	urn:lsid:faunaeur.org:taxname:262390	Scopaeus portai
290308954	urn:lsid:faunaeur.org:taxname:385226	Emphanes tenellus
290307273	urn:lsid:faunaeur.org:taxname:350202	Diplocephalus cristatus
290309100	urn:lsid:faunaeur.org:taxname:135161	Achalcus flavicollis
290308937	urn:lsid:faunaeur.org:taxname:385730	Dyschiriodes extensus
290310014	urn:lsid:faunaeur.org:taxname:454271	Zicrona caerulea
290307565	urn:lsid:faunaeur.org:taxname:352412	Pholcus opilionoides
290309012	urn:lsid:faunaeur.org:taxname:351948	Ero furcata
290307446	urn:lsid:faunaeur.org:taxname:353739	Hyptiotes paradoxus
290309132	urn:lsid:faunaeur.org:taxname:136506	Telmaturgus tumidulus
290309124	urn:lsid:faunaeur.org:taxname:135650	Dolichopus ungulatus
290308688	urn:lsid:faunaeur.org:taxname:244790	Parasitus hyalinus
290309116	urn:lsid:faunaeur.org:taxname:135532	Dolichopus latilimbatus
290311532	urn:lsid:faunaeur.org:taxname:380361	Oodes gracilis
290309521		Coelambus parallelogrammus
290309286	urn:lsid:faunaeur.org:taxname:348495	Larinia lineata
290308245	urn:lsid:faunaeur.org:taxname:375215	Lamyctes emarginatus
290307536	urn:lsid:faunaeur.org:taxname:352600	Euophrys frontalis
290307093	urn:lsid:faunaeur.org:taxname:350270	Erigone atra
290309692	urn:lsid:faunaeur.org:taxname:378481	Microlestes schroederi
290308777	urn:lsid:faunaeur.org:taxname:381286	Pterostichus cristatus
290310456		Acrotona parvula
290308769	urn:lsid:faunaeur.org:taxname:385801	Dyschiriodes politus
290308901	urn:lsid:faunaeur.org:taxname:351498	Walckenaeria obtusa
290308870	urn:lsid:faunaeur.org:taxname:385368	Asaphidion pallipes
290307057		Aloconota gregaria
290308660	urn:lsid:faunaeur.org:taxname:245048	Dubininellus ribagai
290311355	urn:lsid:faunaeur.org:taxname:380606	Poecilus crenulatus
290309404	urn:lsid:faunaeur.org:taxname:119259	Meladema coriacea
290311039	urn:lsid:faunaeur.org:taxname:386413	Calosoma sycophanta
290310170	urn:lsid:faunaeur.org:taxname:263238	Anotylus nitidulus
290311033	urn:lsid:faunaeur.org:taxname:259646	Philonthus lepidus
290310359	urn:lsid:faunaeur.org:taxname:379588	Dicheirotrichus placidus
290307861	urn:lsid:faunaeur.org:taxname:352885	Salticus scenicus
290310460	urn:lsid:faunaeur.org:taxname:267486	Amauronyx maerkelii
290307155	urn:lsid:faunaeur.org:taxname:452652	Anthocoris nemorum
290309400		Eretes griseus
290307672	urn:lsid:faunaeur.org:taxname:262288	Paederidus rubrothoracicus
290311265		Bembidion pygmaeum
290307531	urn:lsid:faunaeur.org:taxname:348598	Clubiona marmorata
290310376	urn:lsid:faunaeur.org:taxname:377985	Drypta dentata
290307025	urn:lsid:faunaeur.org:taxname:385897	Loricera pilicornis
290309722	urn:lsid:faunaeur.org:taxname:138040	Platypalpus annulatus
290308310	urn:lsid:faunaeur.org:taxname:138051	Platypalpus australominutus
290310657	urn:lsid:faunaeur.org:taxname:353390	Selimus vittatus
290311002	urn:lsid:faunaeur.org:taxname:352958	Talavera petrensis
290310519	urn:lsid:faunaeur.org:taxname:260757	Platydracus latebricola
290307879	urn:lsid:faunaeur.org:taxname:452516	Nabis rugosus
290310781	urn:lsid:faunaeur.org:taxname:385841	Dyschirius thoracicus
290311476	urn:lsid:faunaeur.org:taxname:119044	Hydroporus marginatus
290309941	urn:lsid:faunaeur.org:taxname:381556	Xenion ignitum
290307306	urn:lsid:faunaeur.org:taxname:353670	Xysticus luctuosus
290310531	urn:lsid:faunaeur.org:taxname:262459	Rugilus subtilis
290308214	urn:lsid:faunaeur.org:taxname:395911	Neobisium carcinoides
290311262	urn:lsid:faunaeur.org:taxname:386828	Carabus linnaei
290307988	urn:lsid:faunaeur.org:taxname:379461	Diachromus germanus
290309589	urn:lsid:faunaeur.org:taxname:453384	Geocoris ater
290307987	urn:lsid:faunaeur.org:taxname:387139	Carabus auronitens
290311141	urn:lsid:faunaeur.org:taxname:379583	Dicheirotrichus cognatus
290308619	urn:lsid:faunaeur.org:taxname:244500	Geholaspis mandibularis
290310593	urn:lsid:faunaeur.org:taxname:351459	Walckenaeria clavicornis
290308070	urn:lsid:faunaeur.org:taxname:245032	Anthoseius rhenanus
